name,start,end,approve,disprove,unsure
Barack Obama,01/03/2013 ,01/05/2013 ,52,41,7
Barack Obama,12/30/2012 ,01/04/2013 ,52,42,6
Barack Obama,12/29/2012 ,01/03/2013 ,50,43,7
Barack Obama,12/28/2012 ,12/30/2012 ,53,41,6
Barack Obama,12/27/2012 ,12/29/2012 ,53,42,5
Barack Obama,12/26/2012 ,12/28/2012 ,54,40,6
Barack Obama,12/23/2012 ,12/27/2012 ,53,41,6
Barack Obama,12/22/2012 ,12/26/2012 ,56,39,5
Barack Obama,12/21/2012 ,12/23/2012 ,57,37,6
Barack Obama,12/19/2012 ,12/22/2012 ,57,37,6
Barack Obama,12/18/2012 ,12/21/2012 ,58,36,6
Barack Obama,12/17/2012 ,12/19/2012 ,56,37,7
Barack Obama,12/16/2012 ,12/18/2012 ,54,38,8
Barack Obama,12/15/2012 ,12/17/2012 ,52,40,8
Barack Obama,12/14/2012 ,12/16/2012 ,50,42,8
Barack Obama,12/13/2012 ,12/15/2012 ,50,43,7
Barack Obama,12/12/2012 ,12/14/2012 ,50,43,7
Barack Obama,12/11/2012 ,12/13/2012 ,51,42,7
Barack Obama,12/10/2012 ,12/12/2012 ,54,38,8
Barack Obama,12/09/2012 ,12/11/2012 ,54,38,8
Barack Obama,12/08/2012 ,12/10/2012 ,53,40,7
Barack Obama,12/07/2012 ,12/09/2012 ,51,43,6
Barack Obama,12/06/2012 ,12/08/2012 ,50,44,6
Barack Obama,12/05/2012 ,12/07/2012 ,50,43,7
Barack Obama,12/04/2012 ,12/06/2012 ,49,44,7
Barack Obama,12/03/2012 ,12/05/2012 ,50,44,6
Barack Obama,12/02/2012 ,12/04/2012 ,52,43,5
Barack Obama,12/01/2012 ,12/03/2012 ,53,41,6
Barack Obama,11/30/2012 ,12/02/2012 ,54,40,6
Barack Obama,11/29/2012 ,12/01/2012 ,52,41,7
Barack Obama,11/28/2012 ,11/30/2012 ,50,43,7
Barack Obama,11/27/2012 ,11/29/2012 ,51,43,6
Barack Obama,11/26/2012 ,11/28/2012 ,49,45,6
Barack Obama,11/25/2012 ,11/27/2012 ,51,42,7
Barack Obama,11/24/2012 ,11/26/2012 ,51,41,8
Barack Obama,11/23/2012 ,11/25/2012 ,53,39,8
Barack Obama,11/21/2012 ,11/24/2012 ,51,40,9
Barack Obama,11/20/2012 ,11/23/2012 ,50,42,8
Barack Obama,11/19/2012 ,11/21/2012 ,50,42,8
Barack Obama,11/18/2012 ,11/20/2012 ,51,43,6
Barack Obama,11/17/2012 ,11/19/2012 ,53,42,5
Barack Obama,11/16/2012 ,11/18/2012 ,52,41,7
Barack Obama,11/15/2012 ,11/17/2012 ,53,40,7
Barack Obama,11/14/2012 ,11/16/2012 ,52,41,7
Barack Obama,11/13/2012 ,11/15/2012 ,52,42,6
Barack Obama,11/12/2012 ,11/14/2012 ,52,41,7
Barack Obama,11/11/2012 ,11/13/2012 ,53,40,7
Barack Obama,11/10/2012 ,11/12/2012 ,52,41,7
Barack Obama,11/09/2012 ,11/11/2012 ,52,42,6
Barack Obama,11/08/2012 ,11/10/2012 ,51,43,6
Barack Obama,11/07/2012 ,11/09/2012 ,52,42,6
Barack Obama,11/06/2012 ,11/08/2012 ,49,45,6
Barack Obama,11/05/2012 ,11/07/2012 ,49,44,7
Barack Obama,11/04/2012 ,11/06/2012 ,50,44,6
Barack Obama,11/03/2012 ,11/05/2012 ,52,44,6
Barack Obama,11/01/2012 ,11/04/2012 ,52,45,7
Barack Obama,10/26/2012 ,10/28/2012 ,51,44,5
Barack Obama,10/25/2012 ,10/27/2012 ,48,48,4
Barack Obama,10/24/2012 ,10/26/2012 ,46,49,5
Barack Obama,10/23/2012 ,10/25/2012 ,48,47,5
Barack Obama,10/22/2012 ,10/24/2012 ,51,44,5
Barack Obama,10/21/2012 ,10/23/2012 ,53,42,5
Barack Obama,10/20/2012 ,10/22/2012 ,51,45,4
Barack Obama,10/19/2012 ,10/21/2012 ,49,46,5
Barack Obama,10/18/2012 ,10/20/2012 ,49,45,6
Barack Obama,10/17/2012 ,10/19/2012 ,49,46,5
Barack Obama,10/16/2012 ,10/18/2012 ,50,46,4
Barack Obama,10/15/2012 ,10/17/2012 ,50,44,6
Barack Obama,10/14/2012 ,10/16/2012 ,49,45,6
Barack Obama,10/13/2012 ,10/15/2012 ,49,45,6
Barack Obama,10/12/2012 ,10/14/2012 ,48,47,5
Barack Obama,10/10/2012 ,10/12/2012 ,48,46,6
Barack Obama,10/09/2012 ,10/11/2012 ,50,44,6
Barack Obama,10/08/2012 ,10/10/2012 ,52,43,5
Barack Obama,10/07/2012 ,10/09/2012 ,53,42,5
Barack Obama,10/06/2012 ,10/08/2012 ,53,42,5
Barack Obama,10/05/2012 ,10/07/2012 ,51,44,5
Barack Obama,10/04/2012 ,10/06/2012 ,48,46,6
Barack Obama,10/03/2012 ,10/05/2012 ,50,45,5
Barack Obama,10/02/2012 ,10/04/2012 ,52,43,5
Barack Obama,10/01/2012 ,10/03/2012 ,54,42,4
Barack Obama,09/30/2012 ,10/02/2012 ,50,44,6
Barack Obama,09/29/2012 ,10/01/2012 ,48,45,7
Barack Obama,09/28/2012 ,09/30/2012 ,47,46,7
Barack Obama,09/27/2012 ,09/29/2012 ,46,46,8
Barack Obama,09/26/2012 ,09/28/2012 ,48,47,5
Barack Obama,09/25/2012 ,09/27/2012 ,50,45,5
Barack Obama,09/24/2012 ,09/26/2012 ,50,44,6
Barack Obama,09/23/2012 ,09/25/2012 ,51,43,6
Barack Obama,09/22/2012 ,09/24/2012 ,50,43,7
Barack Obama,09/21/2012 ,09/23/2012 ,51,42,7
Barack Obama,09/20/2012 ,09/22/2012 ,51,43,6
Barack Obama,09/19/2012 ,09/21/2012 ,47,46,7
Barack Obama,09/18/2012 ,09/20/2012 ,47,48,5
Barack Obama,09/17/2012 ,09/19/2012 ,46,48,6
Barack Obama,09/16/2012 ,09/18/2012 ,48,46,6
Barack Obama,09/15/2012 ,09/17/2012 ,49,45,6
Barack Obama,09/14/2012 ,09/16/2012 ,50,44,6
Barack Obama,09/13/2012 ,09/15/2012 ,50,44,6
Barack Obama,09/12/2012 ,09/14/2012 ,49,45,6
Barack Obama,09/11/2012 ,09/13/2012 ,49,43,8
Barack Obama,09/10/2012 ,09/12/2012 ,49,42,9
Barack Obama,09/09/2012 ,09/11/2012 ,51,42,7
Barack Obama,09/08/2012 ,09/10/2012 ,50,43,7
Barack Obama,09/07/2012 ,09/09/2012 ,50,44,6
Barack Obama,09/06/2012 ,09/08/2012 ,50,44,6
Barack Obama,09/05/2012 ,09/07/2012 ,52,42,6
Barack Obama,09/04/2012 ,09/06/2012 ,52,43,5
Barack Obama,09/03/2012 ,09/05/2012 ,49,45,6
Barack Obama,09/02/2012 ,09/04/2012 ,47,47,6
Barack Obama,09/01/2012 ,09/03/2012 ,45,48,7
Barack Obama,08/31/2012 ,09/02/2012 ,45,48,7
Barack Obama,08/30/2012 ,09/01/2012 ,43,48,9
Barack Obama,08/29/2012 ,08/31/2012 ,45,46,9
Barack Obama,08/28/2012 ,08/30/2012 ,45,46,9
Barack Obama,08/27/2012 ,08/29/2012 ,44,47,9
Barack Obama,08/26/2012 ,08/28/2012 ,43,47,10
Barack Obama,08/25/2012 ,08/27/2012 ,43,48,9
Barack Obama,08/24/2012 ,08/26/2012 ,45,47,8
Barack Obama,08/23/2012 ,08/25/2012 ,45,48,7
Barack Obama,08/22/2012 ,08/24/2012 ,46,47,7
Barack Obama,08/21/2012 ,08/23/2012 ,47,47,6
Barack Obama,08/20/2012 ,08/22/2012 ,47,47,6
Barack Obama,08/19/2012 ,08/21/2012 ,46,49,5
Barack Obama,08/18/2012 ,08/20/2012 ,45,48,7
Barack Obama,08/17/2012 ,08/19/2012 ,47,47,6
Barack Obama,08/16/2012 ,08/18/2012 ,47,47,6
Barack Obama,08/15/2012 ,08/17/2012 ,45,49,6
Barack Obama,08/14/2012 ,08/16/2012 ,44,50,6
Barack Obama,08/13/2012 ,08/15/2012 ,44,50,6
Barack Obama,08/12/2012 ,08/14/2012 ,45,49,6
Barack Obama,08/11/2012 ,08/13/2012 ,45,49,6
Barack Obama,08/10/2012 ,08/12/2012 ,45,48,7
Barack Obama,08/09/2012 ,08/11/2012 ,43,50,7
Barack Obama,08/08/2012 ,08/10/2012 ,43,50,7
Barack Obama,08/07/2012 ,08/09/2012 ,43,51,6
Barack Obama,08/06/2012 ,08/08/2012 ,46,48,6
Barack Obama,08/05/2012 ,08/07/2012 ,47,47,6
Barack Obama,08/04/2012 ,08/06/2012 ,47,47,6
Barack Obama,08/03/2012 ,08/05/2012 ,46,47,7
Barack Obama,08/02/2012 ,08/04/2012 ,45,47,8
Barack Obama,08/01/2012 ,08/03/2012 ,45,48,7
Barack Obama,07/31/2012 ,08/02/2012 ,45,48,7
Barack Obama,07/30/2012 ,08/01/2012 ,45,49,6
Barack Obama,07/29/2012 ,07/31/2012 ,46,48,6
Barack Obama,07/28/2012 ,07/30/2012 ,46,46,8
Barack Obama,07/27/2012 ,07/29/2012 ,47,46,7
Barack Obama,07/25/2012 ,07/28/2012 ,48,46,6
Barack Obama,07/24/2012 ,07/27/2012 ,47,48,5
Barack Obama,07/23/2012 ,07/25/2012 ,47,47,6
Barack Obama,07/22/2012 ,07/24/2012 ,45,48,7
Barack Obama,07/21/2012 ,07/23/2012 ,44,49,7
Barack Obama,07/20/2012 ,07/22/2012 ,44,49,7
Barack Obama,07/19/2012 ,07/21/2012 ,46,47,7
Barack Obama,07/18/2012 ,07/20/2012 ,46,47,7
Barack Obama,07/17/2012 ,07/19/2012 ,47,46,7
Barack Obama,07/16/2012 ,07/18/2012 ,46,48,6
Barack Obama,07/15/2012 ,07/17/2012 ,46,47,7
Barack Obama,07/14/2012 ,07/16/2012 ,47,46,7
Barack Obama,07/13/2012 ,07/15/2012 ,47,45,8
Barack Obama,07/12/2012 ,07/14/2012 ,46,47,7
Barack Obama,07/11/2012 ,07/13/2012 ,45,48,7
Barack Obama,07/10/2012 ,07/12/2012 ,45,48,7
Barack Obama,07/09/2012 ,07/11/2012 ,45,47,8
Barack Obama,07/08/2012 ,07/10/2012 ,45,46,9
Barack Obama,07/07/2012 ,07/09/2012 ,44,47,9
Barack Obama,07/06/2012 ,07/08/2012 ,45,46,9
Barack Obama,07/05/2012 ,07/07/2012 ,46,46,8
Barack Obama,07/03/2012 ,07/06/2012 ,47,45,8
Barack Obama,07/02/2012 ,07/05/2012 ,45,46,9
Barack Obama,07/01/2012 ,07/03/2012 ,45,47,8
Barack Obama,06/30/2012 ,07/02/2012 ,46,47,7
Barack Obama,06/29/2012 ,07/01/2012 ,46,47,7
Barack Obama,06/28/2012 ,06/30/2012 ,48,46,6
Barack Obama,06/27/2012 ,06/29/2012 ,47,47,6
Barack Obama,06/26/2012 ,06/28/2012 ,47,46,7
Barack Obama,06/25/2012 ,06/27/2012 ,46,46,8
Barack Obama,06/24/2012 ,06/26/2012 ,45,47,8
Barack Obama,06/23/2012 ,06/25/2012 ,48,46,6
Barack Obama,06/22/2012 ,06/24/2012 ,47,48,5
Barack Obama,06/21/2012 ,06/23/2012 ,51,45,4
Barack Obama,06/20/2012 ,06/22/2012 ,46,46,8
Barack Obama,06/19/2012 ,06/21/2012 ,45,48,7
Barack Obama,06/18/2012 ,06/20/2012 ,43,49,8
Barack Obama,06/17/2012 ,06/19/2012 ,46,48,6
Barack Obama,06/16/2012 ,06/18/2012 ,45,48,7
Barack Obama,06/15/2012 ,06/17/2012 ,46,47,7
Barack Obama,06/14/2012 ,06/16/2012 ,45,49,6
Barack Obama,06/13/2012 ,06/15/2012 ,45,49,6
Barack Obama,06/12/2012 ,06/14/2012 ,44,49,7
Barack Obama,06/11/2012 ,06/13/2012 ,46,48,6
Barack Obama,06/10/2012 ,06/12/2012 ,48,45,7
Barack Obama,06/09/2012 ,06/11/2012 ,49,45,6
Barack Obama,06/08/2012 ,06/10/2012 ,50,44,6
Barack Obama,06/07/2012 ,06/09/2012 ,48,45,7
Barack Obama,06/06/2012 ,06/08/2012 ,47,45,8
Barack Obama,06/05/2012 ,06/07/2012 ,46,47,7
Barack Obama,06/04/2012 ,06/06/2012 ,45,48,7
Barack Obama,06/03/2012 ,06/05/2012 ,46,47,7
Barack Obama,06/02/2012 ,06/04/2012 ,46,46,8
Barack Obama,06/01/2012 ,06/03/2012 ,47,45,8
Barack Obama,05/31/2012 ,06/02/2012 ,46,47,7
Barack Obama,05/30/2012 ,06/01/2012 ,46,46,8
Barack Obama,05/29/2012 ,05/31/2012 ,45,47,8
Barack Obama,05/27/2012 ,05/30/2012 ,47,45,8
Barack Obama,05/26/2012 ,05/29/2012 ,47,46,7
Barack Obama,05/25/2012 ,05/27/2012 ,49,44,7
Barack Obama,05/24/2012 ,05/26/2012 ,48,45,7
Barack Obama,05/23/2012 ,05/25/2012 ,48,46,6
Barack Obama,05/22/2012 ,05/24/2012 ,47,47,6
Barack Obama,05/21/2012 ,05/23/2012 ,48,46,6
Barack Obama,05/20/2012 ,05/22/2012 ,47,47,6
Barack Obama,05/19/2012 ,05/21/2012 ,48,45,7
Barack Obama,05/18/2012 ,05/20/2012 ,48,46,6
Barack Obama,05/17/2012 ,05/19/2012 ,48,45,7
Barack Obama,05/16/2012 ,05/18/2012 ,46,47,7
Barack Obama,05/15/2012 ,05/17/2012 ,48,46,6
Barack Obama,05/14/2012 ,05/16/2012 ,47,47,6
Barack Obama,05/13/2012 ,05/15/2012 ,46,48,6
Barack Obama,05/12/2012 ,05/14/2012 ,45,48,7
Barack Obama,05/11/2012 ,05/13/2012 ,46,48,6
Barack Obama,05/10/2012 ,05/12/2012 ,46,47,7
Barack Obama,05/09/2012 ,05/11/2012 ,48,46,6
Barack Obama,05/08/2012 ,05/10/2012 ,49,45,6
Barack Obama,05/07/2012 ,05/09/2012 ,48,46,6
Barack Obama,05/06/2012 ,05/08/2012 ,47,46,7
Barack Obama,05/05/2012 ,05/07/2012 ,46,47,7
Barack Obama,05/04/2012 ,05/06/2012 ,47,47,6
Barack Obama,05/03/2012 ,05/05/2012 ,46,48,6
Barack Obama,05/02/2012 ,05/04/2012 ,48,46,6
Barack Obama,05/01/2012 ,05/03/2012 ,50,44,6
Barack Obama,04/30/2012 ,05/02/2012 ,51,43,6
Barack Obama,04/29/2012 ,05/01/2012 ,49,46,5
Barack Obama,04/28/2012 ,04/30/2012 ,48,47,5
Barack Obama,04/27/2012 ,04/29/2012 ,47,48,5
Barack Obama,04/25/2012 ,04/28/2012 ,48,45,7
Barack Obama,04/24/2012 ,04/27/2012 ,48,46,6
Barack Obama,04/23/2012 ,04/26/2012 ,49,44,7
Barack Obama,04/22/2012 ,04/24/2012 ,50,44,6
Barack Obama,04/21/2012 ,04/23/2012 ,50,44,6
Barack Obama,04/20/2012 ,04/22/2012 ,50,44,6
Barack Obama,04/19/2012 ,04/21/2012 ,47,45,8
Barack Obama,04/18/2012 ,04/20/2012 ,46,46,8
Barack Obama,04/17/2012 ,04/19/2012 ,46,46,8
Barack Obama,04/16/2012 ,04/18/2012 ,47,46,7
Barack Obama,04/15/2012 ,04/17/2012 ,47,47,6
Barack Obama,04/14/2012 ,04/16/2012 ,46,48,6
Barack Obama,04/13/2012 ,04/15/2012 ,45,48,7
Barack Obama,04/12/2012 ,04/14/2012 ,47,47,6
Barack Obama,04/11/2012 ,04/13/2012 ,48,46,6
Barack Obama,04/10/2012 ,04/12/2012 ,49,44,7
Barack Obama,04/09/2012 ,04/11/2012 ,48,44,8
Barack Obama,04/07/2012 ,04/10/2012 ,45,45,10
Barack Obama,04/06/2012 ,04/09/2012 ,44,46,10
Barack Obama,04/05/2012 ,04/07/2012 ,45,46,9
Barack Obama,04/04/2012 ,04/06/2012 ,47,46,7
Barack Obama,04/03/2012 ,04/05/2012 ,50,43,7
Barack Obama,04/02/2012 ,04/04/2012 ,49,46,5
Barack Obama,04/01/2012 ,04/03/2012 ,48,45,7
Barack Obama,03/31/2012 ,04/02/2012 ,48,44,8
Barack Obama,03/30/2012 ,04/01/2012 ,47,44,9
Barack Obama,03/29/2012 ,03/31/2012 ,46,45,9
Barack Obama,03/28/2012 ,03/30/2012 ,43,50,7
Barack Obama,03/27/2012 ,03/29/2012 ,44,47,9
Barack Obama,03/26/2012 ,03/28/2012 ,46,46,8
Barack Obama,03/25/2012 ,03/27/2012 ,48,44,8
Barack Obama,03/24/2012 ,03/26/2012 ,47,45,8
Barack Obama,03/23/2012 ,03/25/2012 ,46,45,9
Barack Obama,03/22/2012 ,03/24/2012 ,47,44,9
Barack Obama,03/21/2012 ,03/23/2012 ,48,44,8
Barack Obama,03/20/2012 ,03/22/2012 ,47,46,7
Barack Obama,03/19/2012 ,03/21/2012 ,46,47,7
Barack Obama,03/18/2012 ,03/20/2012 ,46,46,8
Barack Obama,03/17/2012 ,03/19/2012 ,49,44,7
Barack Obama,03/16/2012 ,03/18/2012 ,49,44,7
Barack Obama,03/15/2012 ,03/17/2012 ,46,47,7
Barack Obama,03/14/2012 ,03/16/2012 ,43,50,7
Barack Obama,03/13/2012 ,03/15/2012 ,44,50,6
Barack Obama,03/12/2012 ,03/14/2012 ,45,49,6
Barack Obama,03/11/2012 ,03/13/2012 ,48,45,7
Barack Obama,03/10/2012 ,03/12/2012 ,47,46,7
Barack Obama,03/09/2012 ,03/11/2012 ,49,43,8
Barack Obama,03/08/2012 ,03/10/2012 ,47,45,8
Barack Obama,03/07/2012 ,03/09/2012 ,48,44,8
Barack Obama,03/06/2012 ,03/08/2012 ,48,44,8
Barack Obama,03/05/2012 ,03/07/2012 ,48,44,8
Barack Obama,03/04/2012 ,03/06/2012 ,44,47,9
Barack Obama,03/03/2012 ,03/05/2012 ,43,48,9
Barack Obama,03/02/2012 ,03/04/2012 ,45,48,7
Barack Obama,03/01/2012 ,03/03/2012 ,48,46,6
Barack Obama,02/29/2012 ,03/02/2012 ,48,46,6
Barack Obama,02/28/2012 ,03/01/2012 ,47,48,5
Barack Obama,02/27/2012 ,02/29/2012 ,46,49,5
Barack Obama,02/26/2012 ,02/28/2012 ,45,50,5
Barack Obama,02/25/2012 ,02/27/2012 ,43,50,7
Barack Obama,02/24/2012 ,02/26/2012 ,45,47,8
Barack Obama,02/23/2012 ,02/25/2012 ,44,46,10
Barack Obama,02/22/2012 ,02/24/2012 ,45,46,9
Barack Obama,02/21/2012 ,02/23/2012 ,45,47,8
Barack Obama,02/20/2012 ,02/22/2012 ,45,48,7
Barack Obama,02/19/2012 ,02/21/2012 ,45,48,7
Barack Obama,02/18/2012 ,02/20/2012 ,44,48,8
Barack Obama,02/17/2012 ,02/19/2012 ,44,48,8
Barack Obama,02/16/2012 ,02/18/2012 ,46,47,7
Barack Obama,02/15/2012 ,02/17/2012 ,46,48,6
Barack Obama,02/14/2012 ,02/16/2012 ,46,48,6
Barack Obama,02/13/2012 ,02/15/2012 ,43,48,9
Barack Obama,02/12/2012 ,02/14/2012 ,45,45,10
Barack Obama,02/11/2012 ,02/13/2012 ,45,47,8
Barack Obama,02/10/2012 ,02/12/2012 ,46,47,7
Barack Obama,02/09/2012 ,02/11/2012 ,45,48,7
Barack Obama,02/08/2012 ,02/10/2012 ,48,46,6
Barack Obama,02/07/2012 ,02/09/2012 ,48,46,6
Barack Obama,02/06/2012 ,02/08/2012 ,49,45,6
Barack Obama,02/03/2012 ,02/07/2012 ,47,47,6
Barack Obama,02/02/2012 ,02/06/2012 ,46,48,6
Barack Obama,02/01/2012 ,02/03/2012 ,46,46,8
Barack Obama,01/31/2012 ,02/02/2012 ,45,48,7
Barack Obama,01/30/2012 ,02/01/2012 ,46,47,7
Barack Obama,01/29/2012 ,01/31/2012 ,44,49,7
Barack Obama,01/28/2012 ,01/30/2012 ,46,47,7
Barack Obama,01/27/2012 ,01/29/2012 ,46,47,7
Barack Obama,01/26/2012 ,01/28/2012 ,46,46,8
Barack Obama,01/25/2012 ,01/27/2012 ,46,47,7
Barack Obama,01/24/2012 ,01/26/2012 ,43,49,8
Barack Obama,01/23/2012 ,01/25/2012 ,44,49,7
Barack Obama,01/22/2012 ,01/24/2012 ,43,49,8
Barack Obama,01/21/2012 ,01/23/2012 ,44,47,9
Barack Obama,01/20/2012 ,01/22/2012 ,44,46,10
Barack Obama,01/19/2012 ,01/21/2012 ,44,46,10
Barack Obama,01/18/2012 ,01/20/2012 ,46,46,8
Barack Obama,01/17/2012 ,01/19/2012 ,45,46,9
Barack Obama,01/16/2012 ,01/18/2012 ,45,46,9
Barack Obama,01/15/2012 ,01/17/2012 ,45,46,9
Barack Obama,01/14/2012 ,01/16/2012 ,46,46,8
Barack Obama,01/13/2012 ,01/15/2012 ,46,47,7
Barack Obama,01/12/2012 ,01/14/2012 ,46,48,6
Barack Obama,01/11/2012 ,01/13/2012 ,45,48,7
Barack Obama,01/10/2012 ,01/12/2012 ,45,46,9
Barack Obama,01/09/2012 ,01/11/2012 ,43,48,9
Barack Obama,01/08/2012 ,01/10/2012 ,43,49,8
Barack Obama,01/07/2012 ,01/09/2012 ,42,50,8
Barack Obama,01/06/2012 ,01/08/2012 ,46,47,7
Barack Obama,01/05/2012 ,01/07/2012 ,45,46,9
Barack Obama,01/04/2012 ,01/06/2012 ,45,46,9
Barack Obama,01/03/2012 ,01/05/2012 ,45,46,9
Barack Obama,01/02/2012 ,01/04/2012 ,46,47,7
Barack Obama,12/29/2011 ,01/03/2012 ,47,46,7
Barack Obama,12/28/2011 ,01/02/2012 ,45,47,8
Barack Obama,12/27/2011 ,12/29/2011 ,43,48,9
Barack Obama,12/26/2011 ,12/28/2011 ,41,50,9
Barack Obama,12/23/2011 ,12/27/2011 ,44,48,8
Barack Obama,12/22/2011 ,12/26/2011 ,46,48,6
Barack Obama,12/21/2011 ,12/23/2011 ,47,45,8
Barack Obama,12/20/2011 ,12/22/2011 ,44,48,8
Barack Obama,12/19/2011 ,12/21/2011 ,43,48,9
Barack Obama,12/18/2011 ,12/20/2011 ,43,49,8
Barack Obama,12/17/2011 ,12/19/2011 ,43,50,7
Barack Obama,12/16/2011 ,12/18/2011 ,42,50,8
Barack Obama,12/14/2011 ,12/17/2011 ,42,51,7
Barack Obama,12/13/2011 ,12/15/2011 ,41,51,8
Barack Obama,12/12/2011 ,12/14/2011 ,42,50,8
Barack Obama,12/11/2011 ,12/13/2011 ,43,49,8
Barack Obama,12/10/2011 ,12/12/2011 ,45,48,7
Barack Obama,12/09/2011 ,12/11/2011 ,44,48,8
Barack Obama,12/08/2011 ,12/10/2011 ,43,50,7
Barack Obama,12/07/2011 ,12/09/2011 ,42,51,7
Barack Obama,12/06/2011 ,12/08/2011 ,42,51,7
Barack Obama,12/05/2011 ,12/07/2011 ,42,50,8
Barack Obama,12/04/2011 ,12/06/2011 ,41,51,8
Barack Obama,12/03/2011 ,12/05/2011 ,41,51,8
Barack Obama,12/02/2011 ,12/04/2011 ,43,49,8
Barack Obama,12/01/2011 ,12/03/2011 ,44,49,7
Barack Obama,11/30/2011 ,12/02/2011 ,41,51,8
Barack Obama,11/29/2011 ,12/01/2011 ,42,50,8
Barack Obama,11/28/2011 ,11/30/2011 ,42,50,8
Barack Obama,11/27/2011 ,11/29/2011 ,43,49,8
Barack Obama,11/26/2011 ,11/28/2011 ,43,49,8
Barack Obama,11/25/2011 ,11/27/2011 ,44,47,9
Barack Obama,11/23/2011 ,11/26/2011 ,44,48,8
Barack Obama,11/22/2011 ,11/25/2011 ,42,48,10
Barack Obama,11/21/2011 ,11/23/2011 ,41,51,8
Barack Obama,11/20/2011 ,11/22/2011 ,41,50,9
Barack Obama,11/19/2011 ,11/21/2011 ,43,50,7
Barack Obama,11/18/2011 ,11/20/2011 ,44,47,9
Barack Obama,11/17/2011 ,11/19/2011 ,45,47,8
Barack Obama,11/16/2011 ,11/18/2011 ,43,47,10
Barack Obama,11/15/2011 ,11/17/2011 ,41,49,10
Barack Obama,11/14/2011 ,11/16/2011 ,40,51,9
Barack Obama,11/13/2011 ,11/15/2011 ,42,50,8
Barack Obama,11/12/2011 ,11/14/2011 ,44,49,7
Barack Obama,11/11/2011 ,11/13/2011 ,43,49,8
Barack Obama,11/10/2011 ,11/12/2011 ,43,49,8
Barack Obama,11/09/2011 ,11/11/2011 ,42,49,9
Barack Obama,11/08/2011 ,11/10/2011 ,42,49,9
Barack Obama,11/07/2011 ,11/09/2011 ,42,47,11
Barack Obama,11/06/2011 ,11/08/2011 ,43,48,9
Barack Obama,11/05/2011 ,11/07/2011 ,44,48,8
Barack Obama,11/04/2011 ,11/06/2011 ,43,50,7
Barack Obama,11/03/2011 ,11/05/2011 ,42,50,8
Barack Obama,11/02/2011 ,11/04/2011 ,42,51,7
Barack Obama,11/01/2011 ,11/03/2011 ,42,50,8
Barack Obama,10/30/2011 ,11/02/2011 ,44,49,7
Barack Obama,10/29/2011 ,11/01/2011 ,45,48,7
Barack Obama,10/28/2011 ,10/30/2011 ,43,50,7
Barack Obama,10/27/2011 ,10/29/2011 ,43,50,7
Barack Obama,10/26/2011 ,10/28/2011 ,42,51,7
Barack Obama,10/25/2011 ,10/27/2011 ,43,49,8
Barack Obama,10/24/2011 ,10/26/2011 ,43,48,9
Barack Obama,10/23/2011 ,10/25/2011 ,42,50,8
Barack Obama,10/22/2011 ,10/24/2011 ,43,49,8
Barack Obama,10/21/2011 ,10/23/2011 ,42,50,8
Barack Obama,10/20/2011 ,10/22/2011 ,44,47,9
Barack Obama,10/19/2011 ,10/21/2011 ,43,49,8
Barack Obama,10/18/2011 ,10/20/2011 ,42,50,8
Barack Obama,10/17/2011 ,10/19/2011 ,39,54,7
Barack Obama,10/16/2011 ,10/18/2011 ,39,53,8
Barack Obama,10/15/2011 ,10/17/2011 ,38,54,8
Barack Obama,10/14/2011 ,10/16/2011 ,42,50,8
Barack Obama,10/13/2011 ,10/15/2011 ,40,52,8
Barack Obama,10/12/2011 ,10/14/2011 ,40,52,8
Barack Obama,10/11/2011 ,10/13/2011 ,38,54,8
Barack Obama,10/10/2011 ,10/12/2011 ,40,53,7
Barack Obama,10/09/2011 ,10/11/2011 ,41,51,8
Barack Obama,10/08/2011 ,10/10/2011 ,41,51,8
Barack Obama,10/07/2011 ,10/09/2011 ,40,52,8
Barack Obama,10/06/2011 ,10/08/2011 ,39,53,8
Barack Obama,10/05/2011 ,10/07/2011 ,39,53,8
Barack Obama,10/04/2011 ,10/06/2011 ,38,53,9
Barack Obama,10/03/2011 ,10/05/2011 ,40,52,8
Barack Obama,10/02/2011 ,10/04/2011 ,41,52,7
Barack Obama,10/01/2011 ,10/03/2011 ,42,50,8
Barack Obama,09/30/2011 ,10/02/2011 ,43,49,8
Barack Obama,09/29/2011 ,10/01/2011 ,43,50,7
Barack Obama,09/28/2011 ,09/30/2011 ,41,51,8
Barack Obama,09/27/2011 ,09/29/2011 ,39,52,9
Barack Obama,09/26/2011 ,09/28/2011 ,39,51,10
Barack Obama,09/25/2011 ,09/27/2011 ,40,51,9
Barack Obama,09/24/2011 ,09/26/2011 ,42,49,9
Barack Obama,09/23/2011 ,09/25/2011 ,41,50,9
Barack Obama,09/22/2011 ,09/24/2011 ,42,50,8
Barack Obama,09/21/2011 ,09/23/2011 ,39,53,8
Barack Obama,09/20/2011 ,09/22/2011 ,40,52,8
Barack Obama,09/19/2011 ,09/21/2011 ,41,51,8
Barack Obama,09/18/2011 ,09/20/2011 ,42,49,9
Barack Obama,09/17/2011 ,09/19/2011 ,42,50,8
Barack Obama,09/16/2011 ,09/18/2011 ,40,52,8
Barack Obama,09/15/2011 ,09/17/2011 ,40,53,7
Barack Obama,09/14/2011 ,09/16/2011 ,39,53,8
Barack Obama,09/13/2011 ,09/15/2011 ,39,52,9
Barack Obama,09/12/2011 ,09/14/2011 ,39,53,8
